1618388961.229,145,2,7e7f7f40407b1000
1618388961.230,359,1,727f4f00001a2d00
1618388961.232,359,2,727f4f00001a2d00
1618388961.233,119,2,1e7c08307f080625
1618388961.233,118,1,3e38400071010000
1618388961.234,71,1,2000000000000000
1618388961.236,369,1,4460000000000000
1618388961.235,972,2,4000000000000000
1618388961.237,120,2,0068001000000000
1618388961.238,133,1,7c1f00005c100102
1618388961.239,130,2,6500142863800000
1618388961.239,578,1,026c205323000001
1618388961.240,578,2,026c205323000001
1618388961.241,71,1,2000000000000000
1618388961.243,133,2,7c1f00005e300102
1618388961.243,357,1,1040000000000000
1618388961.244,71,2,2000000000000000
1618388961.266,936,1,0100274700000000
1618388961.267,936,2,0100274700000000
1618388961.294,359,1,727f4e00001a2d00
1618388961.295,359,2,727f4e00001a2d00
1618388961.296,535,1,17701778175c1764
1618388961.298,145,2,7e4e7f4a006c1000
1618388961.298,71,1,2000000000000000
1618388961.299,71,2,2000000000000000
1618388961.301,516,1,3f667c0756000000
1618388961.301,514,2,043d480060001e68
1618388961.302,359,1,727f4e00001a2d00
1618388961.303,359,2,727f4e00001a2d00
1618388961.304,145,1,7e4a7f4c00000000
1618388961.305,1002,1,0000000000006000
1618388961.304,119,2,1e6708317f090e20
1618388961.306,133,2,7c1f000062700102
1618388961.307,512,1,00007f4b7f490000
1618388961.310,133,1,7c1f000062700102
1618388961.308,512,2,00007f4b7f490000
1618388961.311,130,2,6400142862800000
1618388961.311,118,1,3e38400071010000
1618388961.312,118,2,3e38400071010000
1618388961.313,145,1,7e4a7f3c00000000
1618388961.314,133,2,7c1f000064700102
1618388961.315,71,1,2000000000000000
1618388961.316,71,2,2000000000000000
1618388961.317,936,1,0100274600000000
1618388961.319,936,2,0100274600000000
1618388961.344,359,1,727f4900001a3200
1618388961.346,359,2,727f4900001a3200
1618388961.347,534,1,661f0b5256000000
1618388961.349,71,1,2000000000000000
1618388961.348,145,2,7e477f3e314e1000
1618388961.350,71,2,2000000000000000
1618388961.351,74,1,0200000000000040
1618388961.352,76,2,105f014000000000
1618388961.352,359,1,727f4500001a3300
1618388961.353,359,2,727f4500001a3300
1618388961.353,531,1,0101000000121941
1618388961.356,535,2,177c177c17681770
1618388961.357,71,1,2000000000000000
1618388961.357,71,2,2000000000000000
1618388961.358,611,1,0000000004000000
1618388961.371,535,2,177c177c17701778
1618388961.374,145,1,7e407f3e00000000
1618388961.374,359,2,727f4200001a3300
1618388961.377,118,1,3e38400071010000
1618388961.378,118,2,3e38400071010000
1618388961.379,133,2,7c1e00006b100102
1618388961.379,71,1,2000000000000000
1618388961.380,357,1,1040000000000000
1618388961.381,120,2,0268001000000000
1618388961.382,936,1,0100274600000000
1618388961.384,936,2,0100274600000000
1618388961.387,359,1,727f3e00001a3200
1618388961.388,359,2,727f3e00001a3200
1618388961.393,1045,1,1e32380e08420842
1618388961.393,1109,2,0000000000000000
1618388961.395,131,1,0020800000000000
1618388961.397,936,1,0100274700000000
1618388961.396,71,2,2000000000000000
1618388961.398,936,2,0100274700000000
1618388961.400,359,1,727f3c00001a3f00
1618388961.401,359,2,727f3c00001a3f00
1618388961.401,531,1,0101000000121841
1618388961.404,535,2,17681764177c177c
1618388961.405,71,1,2000000000000000
1618388961.405,71,2,2000000000000000
1618388961.406,1071,1,0000002500000000
1618388961.410,535,2,1764176017781778
1618388961.411,133,1,7c1d000060300102
1618388961.411,359,2,72800700001a5a00
1618388961.412,118,1,3e37400071010000
1618388961.444,71,1,2000000000000000
1618388961.442,118,2,3e37400071010000
1618388961.445,133,2,7c1d000062500102
1618388961.448,512,1,00007f637f420000
1618388961.449,512,2,00007f637f420000
1618388961.450,130,1,6300142863800000
1618388961.451,130,2,6300142863800000
1618388961.453,369,1,4460000000000000
1618388961.454,516,2,3f647d0747000000
1618388961.455,1200,1,6500800000000802
1618388961.456,133,2,7c1d000064700102
1618388961.457,71,1,2000000000000000
1618388961.458,71,2,2000000000000000
1618388961.459,1081,1,0000480000000000
1618388961.461,936,2,0100274700000000
1618388961.463,359,1,72800f00001a5800
1618388961.464,359,2,72800f00001a5800
1618388961.464,532,1,8000000000007e10
1618388961.467,535,2,1768175c17741770
1618388961.468,71,1,2000000000000000
1618388961.470,71,2,2000000000000000
1618388961.499,512,1,00007f617f420000
1618388961.504,1058,2,0000006c3b000202
1618388961.507,130,1,6300142863800000
1618388961.509,359,2,72800f00001a5600
1618388961.511,145,1,7f1d7f3c00000000
1618388961.515,118,2,3e36400071010000
1618388961.516,1109,1,0000000000000000
1618388961.516,1109,2,0000000000000000
1618388961.523,65,1,0000000000000000
1618388961.526,512,2,00007f607f400000
1618388961.531,130,1,6500142463800000
1618388961.532,130,2,6500142463800000
1618388961.536,369,1,4460000000000000
1618388961.539,516,2,3f647d0617000000
1618388961.541,133,1,7c1e000068400102
1618388961.552,133,2,7c1e000069300102
1618388961.556,71,1,2000000000000000
1618388961.563,71,2,2000000000000000
1618388961.564,936,1,0100274900000000
1618388961.565,936,2,0100274900000000
1618388961.568,359,1,72801100001a5500
1618388961.579,359,2,72801100001a5500
1618388961.580,532,1,8000000000007b40
1618388961.582,535,2,174c174017681754
1618388961.584,71,1,2000000000000000
1618388961.585,71,2,2000000000000000
1618388961.586,560,1,410600007e000000
1618388961.597,560,2,410600007e000000
1618388961.600,133,1,7c1e00006b100102
1618388961.602,359,2,72801c00001a5500
1618388961.604,118,1,3e38400071010000
1618388961.607,118,2,3e38400071010000
1618388961.608,71,1,2000000000000000
1618388961.614,133,2,7c2000005b100102
1618388961.616,66,1,0000000000000000
1618388961.619,514,2,041d280060001e0a
1618388961.623,2015,1,0201470000000000
1618388961.624,130,2,6800142463800000
1618388961.625,369,1,4460000000000000
1618388961.627,516,2,3f647d0670000000
1618388961.629,1200,1,6500800060000808
1618388961.633,133,2,7c2100005c300102
1618388961.636,71,1,2000000000000000
1618388961.636,71,2,2000000000000000
1618388961.638,1069,1,00024d0000004000
1618388961.639,609,2,0000450044000000
1618388961.640,359,1,72802300001a5700
1618388961.642,359,2,72802300001a5700
1618388961.643,532,1,8000000000007870
1618388961.644,145,2,7f247f401d341000
1618388961.645,131,1,0020800000000000
1618388961.646,131,2,0020800000000000
1618388961.648,1071,1,0000002500000000
1618388961.650,535,2,173c173417581748
1618388961.651,130,1,6900142462800000
1618388961.654,359,2,72802800001a5600
1618388961.655,118,1,3e3c400071010000
1618388961.657,118,2,3e3c400071010000
1618388961.658,145,1,7f1a7f4000000000
1618388961.660,133,2,7c2300005e700102
1618388961.661,66,1,0000000000000000
1618388961.662,514,2,0439580060001f0b
1618388961.663,130,1,6a00142463800000
1618388961.664,130,2,6a00142463800000
1618388961.665,516,1,3f647d063f000000
1618388961.666,516,2,3f647d063f000000
1618388961.667,133,1,7c2500005d800102
1618388961.668,133,2,7c2500005e700102
1618388961.670,71,1,2000000000000000
1618388961.671,71,2,2000000000000000
1618388961.672,76,1,105f014000000000
1618388961.673,146,2,6f58701273724b4d
1618388961.674,359,1,72803100001a4e00
1618388961.675,359,2,72803100001a4e00
1618388961.676,534,1,1467703156000000
1618388961.677,146,2,6f5d701c73743f52
1618388961.679,992,1,0000000080000000
1618388961.679,992,2,0000000080000000
1618388961.680,560,1,410600007e000000
1618388961.681,516,2,3f647d061d000000
1618388961.682,145,1,7f0f7f3200000000
1618388961.683,359,2,72800300001a1d00
1618388961.685,119,2,1f1208387f090220
1618388961.684,118,1,3e41400071010000
1618388961.687,71,1,2000000000000000
1618388961.688,71,2,2000000000000000
1618388961.689,66,1,0000000000000000
1618388961.691,359,2,72800300001a1d00
1618388961.691,938,1,0022200000000000
1618388961.693,516,1,3f6b7d0615000000
1618388961.692,938,2,0022200000000000
1618388961.694,516,2,3f6b7d0615000000
1618388961.695,1109,1,0000000000000000
1618388961.696,1109,2,0000000000000000
1618388961.699,71,2,2000000000000000
1618388961.700,936,1,0100273e00000000
1618388961.699,71,1,2000000000000000
1618388961.702,936,2,0100273e00000000
1618388961.703,359,1,727f1c00001a1300
1618388961.705,534,1,3550277b56000000
1618388961.704,359,2,727f1c00001a1300
1618388961.706,146,2,6f506f04735f4a70
1618388961.707,71,1,2000000000000000
1618388961.709,71,2,2000000000000000
1618388961.710,535,1,171c171817381728
1618388961.711,1152,2,0000000000000000
1618388961.717,146,1,6f52700173703075
1618388961.718,359,2,727f2300001a1000
1618388961.720,118,1,3e44400071010000
1618388961.720,118,2,3e44400071010000
1618388961.722,71,1,2000000000000000
1618388961.722,71,2,2000000000000000
1618388961.723,512,1,00007f557f320000
1618388961.724,512,2,00007f557f320000
1618388961.744,130,1,6d00142863800000
1618388961.746,130,2,6d00142863800000
1618388961.748,516,1,3f757d061b000000
1618388961.749,516,2,3f757d061b000000
1618388961.751,133,1,7c2c000052400102
1618388961.752,133,2,7c2c000053500102
1618388961.753,71,1,2000000000000000
1618388961.753,71,2,2000000000000000
1618388961.754,936,1,0100273b00000000
1618388961.755,936,2,0100273b00000000
1618388961.755,359,1,727f2600001a0d00
1618388961.756,359,2,727f2600001a0d00
1618388961.757,534,1,7f06233c56000000
1618388961.769,146,2,6f66700673712572
1618388961.771,71,1,2000000000000000
1618388961.772,71,2,2000000000000000
1618388961.774,516,1,3f7f7d061e000000
1618388961.776,1058,2,0000006c3b000202
1618388961.777,806,1,7f60013b01420000
1618388961.779,1459,2,4d00010101010101
1618388961.780,145,1,7f247f5600000000
1618388961.782,118,2,3e46400071010000
1618388961.784,131,2,0020800000000000
1618388961.783,131,1,0020800000000000
1618388961.785,66,1,0000000000000000
1618388961.793,516,2,3f7c7d061f000000
1618388961.794,130,1,6800142862800000
1618388961.794,130,2,6800142862800000
1618388961.796,516,1,3f787d0623000000
1618388961.797,516,2,3f787d0623000000
1618388961.799,133,1,7c2900005b600102
1618388961.801,133,2,7c2900005c500102
1618388961.802,71,1,2000000000000000
1618388961.803,71,2,2000000000000000
1618388961.821,936,1,0100273800000000
1618388961.823,936,2,0100273800000000
1618388961.823,359,1,727f3000001a0900
1618388961.824,359,2,727f3000001a0900
1618388961.825,532,1,8000000000007c30
1618388961.826,146,2,6f52701e736e2254
1618388961.827,71,1,2000000000000000
1618388961.829,71,2,2000000000000000
1618388961.830,1071,1,0000002500000000
1618388961.832,1068,2,7400000059400000
1618388961.843,359,1,727f3200001a0700
1618388961.845,359,2,727f3200001a0700
1618388961.846,118,1,3e43400071010000
1618388961.847,119,2,1f4d08307f080a20
1618388961.848,71,1,2000000000000000
1618388961.849,71,2,2000000000000000
1618388961.850,514,1,047c180060001f5e
1618388961.852,514,2,047c180060001f5e
1618388961.853,130,1,6800142862800000
1618388961.855,130,2,6800142862800000
1618388961.870,1071,1,0000002500000000
1618388961.873,118,2,3e43400071010000
1618388961.875,1200,1,6500800050000807
1618388961.877,133,2,7c28000053100102
1618388961.880,71,1,2000000000000000
1618388961.883,71,2,2000000000000000
1618388961.885,1085,1,0039254200000000
1618388961.887,1072,2,3700764b407c575c
1618388961.889,359,1,727f3400001a0600
1618388961.891,359,2,727f3400001a0600
1618388961.893,532,1,8000000000007960
1618388961.896,146,2,6f77702573763e36
1618388961.899,131,1,0020800000000000
1618388961.903,131,2,0020800000000000
1618388961.906,535,1,18101818170c1800
1618388961.919,145,2,7f637f622b311000
1618388961.924,359,1,727f3800001a0400
1618388961.926,359,2,727f3800001a0400
1618388961.930,118,1,3e42400071010000
1618388961.932,119,2,1f61082b7f091a22
1618388961.939,145,1,7f637f6400000000
1618388961.940,71,2,2000000000000000
1618388961.942,66,1,0000000000000000
1618388961.944,516,2,3f677d061d000000
1618388961.945,130,1,6800142862800000
1618388961.948,130,2,6800142862800000
1618388961.949,1071,1,0000002500000000
1618388961.950,578,2,026c204022000001
1618388961.953,133,1,7c28000058600102
1618388961.955,133,2,7c28000059700102
1618388961.956,71,1,2000000000000000
1618388961.959,357,2,1040000000000000
1618388961.961,936,1,0100273d00000000
1618388961.963,936,2,0100273d00000000
1618388961.969,359,1,727f3800001a0300
1618388961.971,359,2,727f3800001a0300
1618388961.972,535,1,182c183018041814
1618388961.977,1045,2,1f5b082a083a083a
1618388961.978,71,1,2000000000000000
1618388961.980,71,2,2000000000000000
1618388961.981,1072,1,0300764b7c01126f
1618388961.988,145,2,7f4b7f480b131000
1618388961.989,359,1,727f3a00001a0400
1618388961.991,359,2,727f3a00001a0400
1618388961.992,118,1,3e42400071010000
1618388961.994,125,2,00000b6000200816
1618388961.997,71,1,2000000000000000
1618388961.998,71,2,2000000000000000
1618388962.000,376,1,000001020e6d426c
1618388962.002,376,2,000001020e6d426c
1618388962.003,130,1,6a00142863800000
1618388962.004,130,2,6a00142863800000
1618388962.005,2015,1,02011f0000000000
1618388962.017,1068,2,7400000059400000
1618388962.019,1109,1,0000000000000000
1618388962.019,1109,2,0000000000000000
1618388962.021,71,1,2000000000000000
1618388962.022,357,2,1040000000000000
1618388962.028,936,1,0100273d00000000
1618388962.030,936,2,0100273d00000000
1618388962.030,359,1,727f3400001a0a00
1618388962.031,359,2,727f3400001a0a00
1618388962.033,535,1,1838183818181824
1618388962.033,1045,2,1f533c2f083a083a
1618388962.035,71,1,2000000000000000
1618388962.040,1125,1,7d4a3c5230585f3c
1618388962.036,71,2,2000000000000000
1618388962.041,145,2,7f327f5a180b1000
1618388962.042,359,1,727f3000001a0b00
1618388962.044,359,2,727f3000001a0b00
1618388962.046,118,1,3e44400071010000
1618388962.048,125,2,00000e300020580c
1618388962.050,71,1,2000000000000000
1618388962.051,71,2,2000000000000000
1618388962.052,516,1,3f557d061c000000
1618388962.054,130,1,6700142863800000
1618388962.053,120,2,0068001000000000
1618388962.060,133,2,7c29000053200102
1618388962.064,578,1,026c204623000001
1618388962.067,578,2,026c204623000001
1618388962.069,133,2,7c28000055300102
1618388962.068,133,1,7c29000053200102
1618388962.073,357,1,1040000000000000
1618388962.075,357,2,1040000000000000
1618388962.076,936,1,0100273b00000000
1618388962.077,936,2,0100273b00000000
1618388962.079,359,1,727f2d00001a0d00
1618388962.080,359,2,727f2d00001a0d00
1618388962.081,535,1,1844184c1820182c
1618388962.099,1046,2,5702092c01000000
1618388962.101,342,1,6c00000003000000
1618388962.102,357,2,1040000000000000
1618388962.104,1085,1,0039254300000000
1618388962.105,936,2,0100273b00000000
1618388962.107,359,1,727f2c00001a0d00
1618388962.108,359,2,727f2c00001a0d00
1618388962.111,534,1,0c7a524e56000000
1618388962.113,535,2,18401850182c1834
1618388962.116,2015,1,02012f0000000000
1618388962.117,131,2,0020800000000000
1618388962.119,936,1,0100273b00000000
1618388962.121,145,2,7f0c7f500c331000
1618388962.122,359,1,727f2d00001a0d00
1618388962.123,359,2,727f2d00001a0d00
1618388962.125,125,2,000002100020580a
1618388962.125,118,1,3e42400071010000
1618388962.127,133,1,7c2700005b800102
1618388962.129,71,2,2000000000000000
1618388962.131,120,2,0168801000000000
1618388962.130,516,1,3f4e7d061d000000
1618388962.132,130,1,6400142c63800000
1618388962.134,133,2,7c2600005e600102
1618388962.135,578,1,026c204d22000001
1618388962.143,578,2,026c204d22000001
1618388962.144,71,1,2000000000000000
1618388962.145,133,2,7c2600005f500102
1618388962.148,359,1,727f2d00001a0c00
1618388962.148,359,2,727f2d00001a0c00
1618388962.150,936,1,0100273d00000000
1618388962.150,936,2,0100273d00000000
1618388962.153,359,1,727f2d00001a0d00
1618388962.153,359,2,727f2d00001a0d00
1618388962.154,535,1,1854185c1834184c
1618388962.156,1200,2,6500800030000004
1618388962.157,71,1,2000000000000000
1618388962.158,71,2,2000000000000000
1618388962.160,146,2,6f55701a73743a51
1618388962.159,936,1,0100273e00000000
1618388962.162,359,1,727f2c00001a0d00
1618388962.163,359,2,727f2c00001a0d00
1618388962.163,119,1,1f40082d7f080621
1618388962.165,532,2,8000000000007b40
1618388962.165,71,1,2000000000000000
1618388962.166,71,2,2000000000000000
1618388962.168,66,1,0000000000000000
1618388962.170,120,2,0568801000000000
1618388962.192,130,1,6300142863800000
1618388962.194,359,2,727f2c00001a0d00
1618388962.195,145,1,7f247f4a00000000
1618388962.197,118,2,3e40400071010000
1618388962.199,1109,1,0000000000000000
1618388962.200,133,2,7c24000057100102
1618388962.202,357,1,1040000000000000
1618388962.203,357,2,1040000000000000
1618388962.204,936,1,0100273e00000000
1618388962.206,936,2,0100273e00000000
1618388962.207,359,1,727f2c00001a0d00
1618388962.209,359,2,727f2c00001a0d00
1618388962.210,535,1,1864186818501854
1618388962.211,1200,2,6500800060000808
1618388962.212,71,1,2000000000000000
1618388962.213,71,2,2000000000000000
1618388962.213,936,1,0100273e00000000
1618388962.218,146,2,6f57702673681e6f
1618388962.219,359,1,727f2c00001a0d00
1618388962.220,359,2,727f2c00001a0d00
1618388962.221,118,1,3e3e400071010000
1618388962.244,531,2,0101000000121a41
1618388962.245,71,1,2000000000000000
1618388962.247,71,2,2000000000000000
1618388962.249,145,1,7f1a7f5600000000
1618388962.251,130,1,6200142c62800000
1618388962.250,535,2,1870187c184c185c
1618388962.252,359,2,727f2c00001a0d00
1618388962.253,146,1,6f40701373562279
1618388962.254,118,2,3e3e400071010000
1618388962.256,71,1,2000000000000000
1618388962.258,133,2,7c2300005e700102
1618388962.261,359,1,727f2c00001a0d00
1618388962.262,359,2,727f2c00001a0d00
1618388962.262,936,1,0100274100000000
1618388962.270,936,2,0100274100000000
1618388962.271,359,1,727f2c00001a0d00
1618388962.273,359,2,727f2c00001a0d00
1618388962.274,534,1,1368702e56000000
1618388962.274,1046,2,59020b2c01000000
1618388962.275,71,1,2000000000000000
1618388962.276,71,2,2000000000000000
1618388962.277,610,1,4444686800000000
1618388962.281,516,2,3f467d0620000000
1618388962.282,359,1,727f2c00001a0d00
1618388962.283,359,2,727f2c00001a0d00
1618388962.284,118,1,3e3d400071010000
1618388962.295,531,2,0101000000121a41
1618388962.296,133,1,7c23000061600102
1618388962.297,131,2,0020800000000000
1618388962.299,535,1,187c187818601870
1618388962.302,130,1,6100142862800000
1618388962.300,120,2,0569801000000000
1618388962.321,359,2,727f2c00001a0e00
1618388962.324,118,1,3e3d400071010000
1618388962.325,118,2,3e3d400071010000
1618388962.327,133,2,7c22000065300102
1618388962.326,145,1,7e097f5800000000
1618388962.329,359,1,727f2b00001a0e00
1618388962.331,512,2,00007f4a7f510000
1618388962.334,936,1,0100274100000000
1618388962.338,936,2,0100274100000000
1618388962.344,359,1,727f2b00001a0d00
1618388962.346,359,2,727f2b00001a0d00
1618388962.348,535,1,1870187418681878
1618388962.349,1200,2,650080004000080e
1618388962.352,71,1,2000000000000000
1618388962.355,71,2,2000000000000000
1618388962.369,74,1,0200000000000040
1618388962.370,76,2,105f014000000000
1618388962.371,359,1,727f2c00001a0d00
1618388962.373,359,2,727f2c00001a0d00
1618388962.375,125,1,00000e30001f5702
1618388962.376,133,1,7c1f00005c100102
1618388962.375,534,2,52330d6d56000000
1618388962.377,71,2,2000000000000000
1618388962.379,611,1,0000000004000000
1618388962.382,535,2,186c1868186c1880
1618388962.387,145,1,7f327f3e00000000
1618388962.391,359,2,727f2d00001a0d00
1618388962.391,118,1,3e3a400071010000
1618388962.393,118,2,3e3a400071010000
1618388962.394,71,1,2000000000000000
1618388962.394,972,2,4000000000000000
1618388962.398,358,1,0000000140000000
1618388962.401,359,2,727f2c00001a0d00
1618388962.403,936,1,0100274400000000
1618388962.405,936,2,0100274400000000
1618388962.406,359,1,727f2c00001a0d00
1618388962.407,359,2,727f2c00001a0d00
1618388962.409,535,1,18681860187c1878
1618388962.410,1200,2,6500800010000010
